code,malepop,femalepop,totalpop,setai,inc_mov_dom,inc_mov_intl,inc_born,inc_other,dec_mov_dom,dec_mov_intl,dec_deaths,dec_other
432113,17401,18742,36143,16184,1269,197,231,18,1391,49,488,15
432121,11259,12333,23592,11025,507,39,80,9,787,28,511,2
432130,27088,29268,56356,25352,1789,191,333,15,1919,99,888,22
432148,11432,12738,24170,11783,798,222,108,1,917,113,440,15
432156,34046,37874,71920,35958,1589,161,323,24,1990,80,1527,17
432164,31653,33507,65160,26752,2668,232,539,24,2278,114,648,14
433403,4138,4494,8632,4104,174,23,25,7,220,23,225,2
433489,4138,4494,8632,4104,174,23,25,7,220,23,225,2
433608,18724,19318,38042,17358,988,218,185,20,1123,190,641,22
433641,2471,2687,5158,2127,126,15,36,0,114,10,86,0
433675,4173,4484,8657,4058,214,45,29,11,268,34,189,7
433683,7730,7490,15220,7405,413,142,75,6,531,131,197,13
433691,4350,4657,9007,3768,235,16,45,3,210,15,169,2
434001,39840,40264,80104,36082,4602,777,585,41,4652,373,704,100
434035,18221,18122,36343,16574,2160,461,256,26,2063,156,335,19
434043,21619,22142,43761,19508,2442,316,329,15,2589,217,369,81
434205,16748,17635,34383,16364,1502,482,137,14,1693,141,633,24
434230,1817,1987,3804,1880,227,80,12,3,246,51,80,16
434248,3007,3288,6295,2999,217,264,24,0,515,14,145,1
434256,718,643,1361,659,54,8,2,0,67,2,28,1
434281,2826,2997,5823,2934,242,39,16,1,265,21,122,1
434329,3487,3587,7074,3064,378,35,44,6,240,20,83,1
434337,4893,5133,10026,4828,384,56,39,4,360,33,175,4
434400,40780,43686,84466,37126,3139,168,548,26,2815,107,1309,37
434418,8321,8949,17270,7668,723,31,108,9,563,16,246,11
434426,5002,5252,10254,4169,496,34,84,0,373,18,119,9
434434,16409,17698,34107,14606,1382,45,285,9,1222,33,387,13
434442,4783,5165,9948,4436,273,21,33,3,297,17,210,4
434477,6265,6622,12887,6247,265,37,38,5,360,23,347,0
434604,4959,5783,10742,4583,289,35,31,1,314,34,203,7
434680,4959,5783,10742,4583,289,35,31,1,314,34,203,7
434809,8998,9986,18984,8700,367,27,69,7,514,21,450,1
434825,7050,7827,14877,6861,285,19,53,7,410,18,342,1
434841,1948,2159,4107,1839,82,8,16,0,104,3,108,0
435007,22892,25598,48490,20148,1140,133,218,8,1650,53,881,9
435015,4752,5281,10033,3993,281,23,63,0,377,17,161,2
435058,3911,4410,8321,3605,169,17,30,4,284,3,166,0
435066,1630,1815,3445,1510,90,2,16,0,108,0,77,0
435074,911,1022,1933,837,37,1,7,0,53,2,33,0
435104,1907,2054,3961,1590,88,21,16,0,115,5,63,0
435112,451,478,929,462,28,54,5,0,84,1,15,0
435121,1475,1687,3162,1195,80,2,16,2,108,1,50,0
435139,1277,1371,2648,1189,44,2,7,1,133,0,59,0
435147,6578,7480,14058,5767,323,11,58,1,388,24,257,7
435201,2966,3256,6222,3009,161,17,14,1,196,9,167,8
435317,2966,3256,6222,3009,161,17,14,1,196,9,167,8
440001,526667,575435,1102102,550807,33461,6260,6040,306,36443,2761,16807,781
442011,227568,245330,472898,232919,13028,1541,3139,102,13364,617,5402,194
442020,51549,60566,112115,63061,4290,1675,525,20,4333,730,1961,297
442038,39980,41544,81524,41353,3622,320,477,56,3492,435,1188,57
442046,28638,31569,60207,27677,1499,221,313,16,1768,93,1081,25
442054,30181,34269,64450,32730,1320,248,262,9,1619,123,1240,31
442062,16614,18281,34895,16835,800,69,135,6,1002,43,687,3
442071,7089,7891,14980,7562,297,13,40,7,439,8,316,0
442089,8930,9987,18917,9715,558,106,53,9,652,48,476,13
442097,10419,11329,21748,11065,866,133,114,19,804,118,402,20
442101,12820,13333,26153,13064,777,67,92,1,961,40,482,12
442119,24824,27148,51972,25995,1501,280,217,12,1603,192,942,46
442127,15024,16974,31998,15506,802,235,102,6,1091,55,749,17
442135,16014,17507,33521,16218,1649,271,206,20,1557,132,484,32
442143,12160,12914,25074,12983,743,946,78,9,1844,52,555,7
443204,820,891,1711,853,26,0,1,0,34,0,39,0
443221,820,891,1711,853,26,0,1,0,34,0,39,0
443409,13388,14441,27829,12894,994,69,183,9,1016,37,384,9
443417,13388,14441,27829,12894,994,69,183,9,1016,37,384,9
444600,10649,11461,22110,10377,689,66,103,5,864,38,419,18
444618,3975,4327,8302,3843,221,35,35,2,300,18,182,14
444626,6674,7134,13808,6534,468,31,68,3,564,20,237,4
450006,497493,550854,1048347,534102,33564,2905,6029,318,34888,1567,16405,319
452017,186261,208243,394504,202865,11957,949,2467,92,12830,514,4922,101
452025,77017,85557,162574,82324,7406,676,1065,60,5223,353,2515,57
452033,54296,59640,113936,59399,2782,164,654,23,3357,113,2047,17
452041,22869,25329,48198,25835,1255,188,201,18,1419,67,964,51
452050,19669,22406,42075,22086,1232,117,205,36,1536,90,802,31
452068,27760,30087,57847,29136,1633,103,306,14,1947,45,900,4
452076,7580,8467,16047,8534,374,58,72,1,597,14,359,5
452084,13393,14685,28078,13951,779,143,126,6,903,47,518,11
452092,8091,8976,17067,9231,556,136,57,12,804,33,371,11
453404,12181,13503,25684,11708,900,27,182,9,969,40,301,2
453412,12181,13503,25684,11708,900,27,182,9,969,40,301,2
453609,3992,4401,8393,4307,190,19,31,1,260,11,163,4
453617,3992,4401,8393,4307,190,19,31,1,260,11,163,4
453803,11890,13138,25028,12262,816,53,128,4,769,57,491,2
453820,8656,9587,18243,9043,611,44,107,4,533,44,349,2
453838,3234,3551,6785,3219,205,9,21,0,236,13,142,0
454001,31722,34369,66091,32193,2404,214,332,27,2728,163,1111,16
454010,9163,10112,19275,9647,816,68,95,11,880,26,304,3
454028,8103,8377,16480,7955,772,28,89,3,829,48,249,4
454036,510,481,991,523,29,4,7,0,55,0,15,0
454044,2166,2544,4710,2187,104,14,17,1,150,1,91,1
454052,6993,7624,14617,7088,390,80,60,11,512,63,273,6
454061,4787,5231,10018,4793,293,20,64,1,302,25,179,2
454206,12273,13050,25323,12369,745,25,126,12,907,7,541,5
454214,8117,8872,16989,8174,486,17,95,9,534,6,311,5
454290,708,698,1406,656,40,0,6,1,64,0,35,0
454303,1237,1169,2406,1146,75,4,10,1,124,0,62,0
454311,2211,2311,4522,2393,144,4,15,1,185,1,133,0
454401,8499,9003,17502,7902,535,33,77,3,639,13,400,2
454419,5253,5552,10805,4848,311,22,51,2,384,11,222,2
454427,1634,1785,3419,1572,82,2,16,1,87,0,80,0
454435,1612,1666,3278,1482,142,9,10,0,168,2,98,0
460001,739056,819864,1558920,813191,53764,4940,8993,497,58580,2295,24206,554
462012,275603,315660,591263,305186,17825,1647,3750,90,19137,724,7091,139
462039,47225,51401,98626,51220,4090,271,659,41,4333,130,1578,48
462047,8707,10191,18898,10355,488,193,66,4,625,60,394,9
462063,8610,9537,18147,9629,472,41,85,5,536,29,419,10
462080,24338,27067,51405,25953,1586,321,272,9,1650,121,765,30
462101,17355,19852,37207,19559,1069,247,160,14,1341,94,749,19
462136,6886,7209,14095,7952,824,32,78,7,863,4,270,5
462144,6128,6845,12973,7187,387,67,31,2,440,44,281,7
462152,44024,46512,90536,46466,3012,268,543,28,3305,83,1439,30
462161,21934,24200,46134,22614,1649,134,262,9,1750,43,754,15
462179,15117,17068,32185,17149,890,109,122,10,1070,83,724,17
462187,59654,63416,123070,62880,4991,253,776,59,5138,142,1605,103
462195,12237,13571,25808,13153,805,138,103,7,869,51,467,5
462209,14540,16554,31094,16619,1057,71,138,7,1192,36,667,4
462217,13781,14912,28693,15087,941,190,151,14,1181,78,520,17
462225,19373,20866,40239,23366,1931,44,224,21,2265,23,643,15
462233,14858,16599,31457,16148,865,147,133,14,1014,86,670,11
462241,10629,12119,22748,12446,568,50,105,9,760,29,536,4
462250,36847,41276,78123,38622,3343,147,527,38,2950,105,1086,9
463001,543,474,1017,577,170,7,9,2,179,4,18,0
463035,176,168,344,197,54,2,1,0,68,2,7,0
463043,367,306,673,380,116,5,8,2,111,2,11,0
463809,8780,9916,18696,9876,515,85,71,7,677,78,376,8
463922,8780,9916,18696,9876,515,85,71,7,677,78,376,8
464007,4569,4830,9399,4352,176,25,51,5,288,23,190,0
464040,4569,4830,9399,4352,176,25,51,5,288,23,190,0
464406,3953,4341,8294,4623,306,20,29,28,334,19,187,12
464520,3953,4341,8294,4623,306,20,29,28,334,19,187,12
464601,5721,6193,11914,6547,396,235,44,4,603,65,232,7
464686,5721,6193,11914,6547,396,235,44,4,603,65,232,7
464805,15549,16476,32025,17572,1088,75,138,11,1342,65,832,7
464821,3020,3341,6361,3250,287,24,31,4,271,33,131,3
464902,2947,3218,6165,3456,201,21,24,1,289,13,176,3
464911,2889,3023,5912,3450,138,1,17,2,228,2,179,0
464929,6693,6894,13587,7416,462,29,66,4,554,17,346,1
465003,11603,12021,23624,13336,1240,28,104,18,1395,31,507,13
465011,3407,3695,7102,4035,304,5,26,3,377,8,151,1
465020,2610,2586,5196,2872,343,1,28,0,331,1,130,2
465054,5586,5740,11326,6429,593,22,50,15,687,22,226,10
465208,30492,30758,61250,34717,3080,95,362,34,3343,45,1206,10
465232,712,672,1384,832,77,0,9,0,81,0,34,0
465241,789,815,1604,966,98,5,3,0,88,4,34,0
465259,4033,4051,8084,5041,436,14,50,1,512,5,194,0
465275,2897,3117,6014,3210,401,7,34,1,307,4,110,2
465291,3112,3195,6307,3640,255,7,32,8,266,2,135,2
465305,4898,4946,9844,5605,464,11,77,3,603,3,171,1
465313,2797,2664,5461,3085,234,4,39,9,254,0,115,0
465321,3083,3049,6132,3459,260,14,37,3,271,6,106,1
465330,2992,2983,5975,3249,282,22,32,7,402,13,102,1
465348,2707,2676,5383,2971,312,7,22,1,332,8,125,3
465356,2472,2590,5062,2659,261,4,27,1,227,0,80,0
470007,731868,752213,1484081,713483,71740,8390,11934,1001,73882,4077,15479,1215
472018,151604,161820,313424,161048,13983,2323,2122,151,16211,623,3544,262
472051,48793,51650,100443,48176,5122,407,912,61,5197,237,852,95
472077,25272,24558,49830,26612,3245,321,392,75,3619,205,521,49
472085,55983,59503,115486,54397,4929,618,1025,72,5399,197,1036,71
472093,32189,32545,64734,32760,3317,302,502,50,3128,174,638,51
472107,31632,30618,62250,28772,2745,460,526,35,3217,183,663,60
472115,68809,72930,141739,67477,5788,428,1250,83,6252,312,1404,125
472123,32232,33657,65889,28690,3036,138,632,36,3367,98,576,13
472131,63652,63296,126948,58470,5014,513,1047,98,4521,273,1322,123
472140,28276,27380,55656,30599,3562,331,384,49,3382,149,791,72
472158,23616,23313,46929,20361,2409,100,412,25,1854,98,514,9
473006,33121,31596,64717,33279,3417,1018,411,83,3374,579,995,100
473014,2315,2144,4459,2372,221,33,26,1,210,22,97,5
473022,1551,1359,2910,1699,113,12,14,3,148,6,64,1
473031,934,767,1701,934,75,6,7,1,91,5,24,1
473065,4712,4471,9183,4602,340,38,38,11,371,16,140,3
473081,6577,6322,12899,6708,617,97,83,5,608,48,214,3
473111,5785,5531,11316,6109,899,712,55,37,1037,417,134,61
473138,3270,3230,6500,2862,435,39,59,13,279,20,79,7
473146,5765,5716,11481,5725,548,66,107,5,471,36,171,19
473154,2212,2056,4268,2268,169,15,22,7,159,9,72,0
473201,78717,82033,160750,70885,8314,1077,1290,95,7963,785,1533,142
473243,20719,21570,42289,18217,1913,264,294,19,1669,164,397,31
473251,6258,6651,12909,5636,519,24,99,11,573,25,177,8
473260,13848,15411,29259,13338,1762,281,292,10,1631,230,294,24
473278,8611,9340,17951,7862,959,84,131,13,892,62,192,23
473286,11287,11396,22683,9844,1261,84,236,15,1278,53,186,12
473294,17994,17665,35659,15988,1900,340,238,27,1920,251,287,44
473405,54182,54167,108349,47851,5902,321,988,77,5372,155,1021,35
473481,9710,10210,19920,9014,1079,50,170,24,1124,17,189,3
473502,20273,21057,41330,17280,2250,68,427,27,1856,51,323,12
473537,365,300,665,415,83,8,4,0,98,3,4,0
473545,485,388,873,551,94,4,6,2,98,2,2,1
473553,374,302,676,436,88,16,4,1,82,1,12,2
473561,176,115,291,204,25,0,2,2,27,1,7,3
473570,721,506,1227,716,104,21,5,0,108,14,5,0
473588,330,214,544,316,47,4,4,0,62,2,4,0
473596,656,535,1191,630,87,15,7,0,84,6,18,0
473600,692,545,1237,723,53,3,5,1,80,2,16,1
473618,3820,3320,7140,3926,352,26,63,4,463,6,115,0
473626,16580,16675,33255,13640,1640,106,291,16,1290,50,326,13
473707,577,463,1040,544,60,0,7,6,79,0,13,0
473758,577,463,1040,544,60,0,7,6,79,0,13,0
473804,3213,2684,5897,3562,897,33,34,5,947,9,56,8
473812,2239,1969,4208,2534,644,30,20,5,694,4,34,8
473821,974,715,1689,1028,253,3,14,0,253,5,22,0
