code,malepop,femalepop,totalpop,setai,inc_mov_dom,inc_mov_intl,inc_born,inc_other,dec_mov_dom,dec_mov_intl,dec_deaths,dec_other
073601,11036,11279,22315,10330,558,134,59,7,917,25,537,14
073628,2383,2409,4792,2103,80,1,8,2,171,3,108,3
073644,250,234,484,199,15,0,0,1,30,0,5,0
073679,1824,1866,3690,1766,90,26,9,1,134,12,118,0
073687,6579,6770,13349,6262,373,107,42,3,582,10,306,11
074004,11587,11918,23505,10027,594,87,66,9,758,61,482,3
074021,1205,1189,2394,1103,94,41,3,0,116,26,28,1
074055,2638,2770,5408,2478,105,4,18,0,131,10,138,0
074071,1573,1578,3151,1189,98,15,7,2,134,9,57,1
074080,6171,6381,12552,5257,297,27,38,7,377,16,259,1
074209,9817,10221,20038,8032,431,21,61,1,601,26,386,3
074217,6947,7270,14217,5818,314,21,42,1,433,25,252,3
074225,1452,1528,2980,1027,66,0,8,0,86,0,58,0
074233,1418,1423,2841,1187,51,0,11,0,82,1,76,0
074403,10853,11425,22278,9524,484,15,78,5,552,12,539,8
074446,677,650,1327,673,28,2,0,0,45,1,37,0
074454,865,884,1749,994,87,3,6,0,65,3,60,0
074462,530,555,1085,609,35,0,3,0,33,0,40,0
074471,8781,9336,18117,7248,334,10,69,5,409,8,402,8
074608,24209,24038,48247,20293,1972,198,268,11,1822,76,686,18
074616,10482,10134,20616,8988,1042,101,137,2,845,11,291,13
074641,3052,3040,6092,2441,184,39,27,2,182,25,91,2
074659,2319,2413,4732,1762,135,12,25,1,178,16,69,0
074667,8356,8451,16807,7102,611,46,79,6,617,24,235,3
074802,14186,14415,28601,11525,645,79,110,4,852,65,502,24
074811,6305,6484,12789,5100,338,36,51,0,428,27,180,12
074829,2532,2613,5145,2089,117,19,17,0,108,20,116,5
074837,3883,3938,7821,3280,150,23,33,1,200,14,146,5
074845,1466,1380,2846,1056,40,1,9,3,116,4,60,2
075001,17707,17648,35355,14119,731,100,112,7,986,47,671,29
075019,6817,6837,13654,5792,328,34,48,1,381,13,233,14
075027,3024,3026,6050,2204,114,19,17,3,185,12,97,0
075035,2719,2633,5352,2173,114,14,18,2,173,15,117,3
075043,2907,2875,5782,2190,119,7,19,1,133,4,122,1
075051,2240,2277,4517,1760,56,26,10,0,114,3,102,11
075205,12436,12508,24944,10297,504,52,95,4,658,31,417,9
075213,7998,8082,16080,6560,355,23,61,4,411,16,243,5
075221,4438,4426,8864,3737,149,29,34,0,247,15,174,4
075400,28227,27348,55575,25690,1728,82,168,11,2199,30,898,14
075418,2394,2137,4531,2271,238,12,11,4,281,3,57,1
075426,3327,3082,6409,3194,306,33,28,2,310,16,113,1
075434,5915,5401,11316,5762,480,26,31,1,576,3,152,7
075442,1125,1108,2233,1140,83,3,6,0,91,3,49,1
075451,5001,4943,9944,4096,271,2,35,3,202,1,116,3
075469,2580,2714,5294,2196,70,0,10,1,119,1,103,0
075477,7259,7373,14632,6565,235,5,42,0,546,0,278,0
075485,626,590,1216,466,45,1,5,0,74,3,30,1
075604,6000,5951,11951,4715,237,9,43,6,389,13,209,0
075612,3721,3724,7445,2922,186,7,39,2,235,11,124,0
075647,2279,2227,4506,1793,51,2,4,4,154,2,85,0
080004,1431244,1417353,2848597,1327389,98734,25384,14557,1392,105268,9148,39013,3731
082015,131087,136380,267467,132128,9717,974,1669,18,9720,410,3473,151
082023,81881,81974,163855,80994,3437,402,644,45,4934,219,2656,62
082031,71080,70491,141571,72245,6944,1488,742,87,6643,453,2032,175
082040,70892,68920,139812,65640,4681,1567,679,50,5221,454,1819,170
082058,34849,35088,69937,31925,1875,264,298,31,2122,148,1182,60
082074,25241,24287,49528,21600,1755,484,243,6,1811,204,770,111
082082,37209,37708,74917,36036,2613,1564,291,55,3640,343,955,177
082104,21513,20558,42071,18796,1606,827,194,23,1927,205,558,161
082112,30759,29837,60596,26245,2098,1139,266,57,2607,496,858,183
082121,22870,23520,46390,21038,809,71,135,12,1020,50,895,10
082147,12827,12942,25769,12505,613,58,87,16,815,29,464,12
082155,20099,19915,40014,19207,863,115,143,5,1076,106,669,18
082163,35884,36683,72567,32962,1969,718,296,11,2304,155,1103,48
082171,52089,53783,105872,52077,4008,1608,453,53,4335,272,1534,117
082198,41304,42516,83820,38889,3281,451,370,40,3185,222,971,29
082201,131664,127336,259000,120045,14896,3515,2139,338,12510,1998,2114,510
082210,78040,76607,154647,72154,4766,490,874,59,5176,284,1781,63
082228,33413,31804,65217,31239,2066,561,327,12,2482,94,906,64
082236,12995,13093,26088,11607,577,71,108,6,732,37,437,23
082244,35464,35436,70900,30621,2846,299,475,49,2621,234,538,35
082252,18895,18966,37861,17456,743,168,121,3,1010,37,771,20
082261,26133,27034,53167,23724,1428,57,265,14,1345,46,688,19
082279,49903,49901,99804,44125,2713,941,456,59,3020,281,1511,223
082287,27161,24982,52143,22108,1481,887,234,38,1790,140,741,172
082295,18740,18272,37012,16490,990,292,96,22,1176,121,669,114
082309,20412,19481,39893,18429,1524,298,185,17,1592,200,642,66
082317,18854,18781,37635,15523,691,199,108,17,938,72,599,21
082325,48370,45416,93786,44551,3164,531,652,27,3397,280,1098,108
082333,15964,15541,31505,13171,638,300,103,16,795,134,616,62
082341,24246,22291,46537,22017,1293,1645,167,54,2294,339,819,188
082350,26911,26592,53503,22857,2116,298,369,37,2033,142,543,45
082368,24546,23936,48482,22277,1713,372,243,17,1723,174,677,86
083003,31808,31884,63692,29260,1807,647,211,21,2204,168,1116,86
083020,15317,15206,30523,13615,1043,125,106,12,967,66,472,42
083097,7658,7803,15461,7718,383,504,50,6,792,88,285,34
083101,8833,8875,17708,7927,381,18,55,3,445,14,359,10
083402,19373,18778,38151,17065,1278,72,233,8,1238,83,401,15
083411,19373,18778,38151,17065,1278,72,233,8,1238,83,401,15
083607,7224,7292,14516,6990,247,31,28,4,321,24,400,1
083640,7224,7292,14516,6990,247,31,28,4,321,24,400,1
084409,35920,35670,71590,33230,3070,413,399,21,2864,149,1018,89
084425,7306,6850,14156,6829,521,104,49,9,620,23,219,30
084433,24758,24885,49643,23026,2380,256,330,7,2023,109,634,53
084476,3856,3935,7791,3375,169,53,20,5,221,17,165,6
085201,11145,9937,21082,8467,792,421,79,18,754,183,274,107
085219,11145,9937,21082,8467,792,421,79,18,754,183,274,107
085405,16840,15862,32702,14004,1258,443,146,15,1158,126,470,106
085421,4095,3838,7933,3449,233,65,18,4,258,29,146,17
085464,12745,12024,24769,10555,1025,378,128,11,900,97,324,89
085600,7639,7859,15498,7692,368,703,29,11,735,36,245,24
085642,7639,7859,15498,7692,368,703,29,11,735,36,245,24
090000,954064,950109,1904173,875685,60525,11909,9669,676,62333,5303,25667,2090
092011,257716,256879,514595,247540,18269,3033,3091,188,18131,1483,5848,355
092029,69441,70614,140055,68644,3613,1660,604,99,3992,391,2274,285
092037,76672,76416,153088,68320,4269,1191,642,37,4209,557,2394,262
092045,56288,56700,112988,53215,3054,642,533,30,3105,293,1869,150
092053,46299,46596,92895,40910,2087,316,423,61,2170,216,1301,112
092061,36863,38418,75281,36502,2048,546,281,7,2369,277,1302,66
092088,84833,82041,166874,77394,6724,1328,953,71,6352,446,2004,375
092096,39693,38591,78284,33427,2276,759,410,5,2763,332,979,94
092100,33818,34235,68053,30088,2024,153,349,17,2258,109,957,39
092118,15006,15111,30117,13373,738,86,124,4,913,46,440,13
092134,57795,57816,115611,52862,3844,624,581,11,3775,312,1391,104
092142,22106,21654,43760,18637,1557,128,251,26,1414,88,481,21
092151,11763,11719,23482,10275,429,85,68,5,621,50,443,26
092169,29691,30037,59728,25878,2458,198,362,31,2298,149,705,49
093009,15847,14901,30748,12703,1248,100,171,9,1340,106,326,20
093017,15847,14901,30748,12703,1248,100,171,9,1340,106,326,20
093408,29869,29349,59218,24361,1338,167,245,22,1614,123,886,32
093424,10655,10705,21360,8940,487,51,90,9,556,52,276,9
093432,5695,5713,11408,4853,193,22,35,5,271,20,252,7
093441,5674,5399,11073,4579,256,53,29,6,379,20,139,10
093459,7845,7532,15377,5989,402,41,91,2,408,31,219,6
093602,31334,31675,63009,27842,2067,545,290,22,2296,120,825,39
093611,18892,19248,38140,16693,1270,150,192,16,1225,70,533,19
093645,12442,12427,24869,11149,797,395,98,6,1071,50,292,20
093807,20043,18523,38566,17052,1471,152,206,15,1493,126,506,25
093840,4905,4891,9796,4026,133,25,22,5,264,17,170,7
093866,15138,13632,28770,13026,1338,127,184,10,1229,109,336,18
094005,18987,18834,37821,16662,1011,196,85,16,1220,79,736,23
094072,11830,11867,23697,10841,790,178,54,10,811,71,447,17
094111,7157,6967,14124,5821,221,18,31,6,409,8,289,6
100005,947579,960397,1907976,890162,63722,15099,10019,921,64629,6038,27297,3053
102016,161107,168013,329120,157108,10799,2627,1875,141,10456,692,4618,416
102024,179689,186283,365972,173217,12162,1955,2157,142,12289,827,4927,262
102032,48930,52255,101185,49253,2297,568,284,15,2774,208,1889,96
102041,106856,105228,212084,97038,7899,1595,1372,160,7308,934,2547,390
102059,114523,108552,223075,103306,8842,2548,1314,158,7879,845,2791,790
102067,21298,22234,43532,20590,1063,194,170,26,1376,104,761,41
102075,36916,36751,73667,34935,2542,629,351,38,2496,255,1086,140
102083,35262,36828,72090,32863,1835,178,331,26,1958,126,1237,27
102091,30187,31364,61551,28106,1654,567,267,13,2079,153,932,47
102105,22368,22804,45172,20633,1143,301,173,6,1245,204,835,29
102113,26551,27239,53790,24859,1092,198,183,10,1306,109,904,17
102121,24001,24469,48470,21490,1317,200,246,12,1489,74,621,42
103403,18680,18597,37277,15389,1689,94,265,8,1532,49,382,27
103446,7517,7117,14634,6327,802,61,87,4,784,13,155,16
103454,11163,11480,22643,9062,887,33,178,4,748,36,227,11
103608,1234,1288,2522,1386,87,32,10,0,129,7,74,0
103667,509,502,1011,526,50,0,7,0,59,5,21,0
103675,725,786,1511,860,37,32,3,0,70,2,53,0
103802,9861,10067,19928,9120,482,71,65,4,506,48,446,8
103829,3017,3116,6133,3118,111,20,10,3,146,11,168,2
103837,680,747,1427,844,37,0,1,0,45,1,69,0
103845,6164,6204,12368,5158,334,51,54,1,315,36,209,6
104205,24864,24993,49857,23700,1847,1187,182,56,2627,358,917,84
104213,6984,7342,14326,6678,355,354,48,5,638,72,287,15
104248,2559,2523,5082,2523,211,52,14,3,291,40,95,12
104256,4665,4408,9073,4078,472,463,48,9,707,169,145,15
104264,3070,2985,6055,3557,428,258,29,15,534,47,100,25
104281,1621,1639,3260,1411,123,4,11,0,87,3,55,1
104299,5965,6096,12061,5453,258,56,32,24,370,27,235,16
104400,15227,15566,30793,13737,940,389,119,6,1042,278,624,54
104434,1979,1949,3928,1711,98,41,18,1,114,29,84,2
104442,1416,1557,2973,1109,49,3,11,0,86,6,64,0
104485,3499,3439,6938,2975,288,145,28,1,253,139,96,15
104493,8333,8621,16954,7942,505,200,62,4,589,104,380,37
104604,17628,17992,35620,16488,1326,328,199,16,1401,153,390,37
104647,17628,17992,35620,16488,1326,328,199,16,1401,153,390,37
105201,52397,49874,102271,46944,4706,1438,456,84,4737,614,1316,546
105210,6766,6695,13461,5968,356,165,17,3,469,119,218,21
105228,5414,5337,10751,4443,277,76,50,3,296,16,158,21
105236,5489,5359,10848,4723,355,83,52,7,365,42,173,10
105244,21792,19861,41653,20822,2692,874,234,70,2413,363,446,460
105252,12936,12622,25558,10988,1026,240,103,1,1194,74,321,34
110001,3677260,3697034,7374294,3555029,332179,44340,42261,3562,311129,19917,86438,9203
111007,668943,681557,1350500,649585,76813,7123,9299,511,69890,3499,13653,1216
111015,47186,48411,95597,44570,4714,269,723,22,4168,126,1053,35
111023,74762,76360,151122,73581,9785,485,969,49,8553,312,1571,96
111031,62896,63521,126417,63975,9787,708,996,59,8132,377,1200,127
111040,81718,83747,165465,79001,8024,598,947,70,6779,384,1988,128
111058,50739,52372,103111,50973,6539,552,697,36,6507,275,962,76
111066,48832,47788,96620,49026,5598,754,571,44,5189,459,1026,139
111074,82120,87695,169815,80446,9550,1133,1275,69,9611,574,1466,196
111082,97744,97763,195507,93952,11225,1356,1528,74,10709,457,1589,220
111091,66428,68283,134711,59973,7142,508,985,40,5909,305,1314,84
111104,56518,55617,112135,54088,4449,760,608,48,4333,230,1484,115
112011,175530,177275,352805,169532,14286,2157,1898,278,12934,938,4184,475
112020,95599,95328,190927,90696,7478,1108,992,83,7638,405,2676,89
112038,307870,299577,607447,306660,28157,6839,3886,566,26947,2658,6595,2116
112062,38565,39289,77854,36395,2617,450,336,19,2555,156,1208,65
112071,28023,29189,57212,26073,1069,123,220,17,1384,74,956,26
112089,168833,173687,342520,170573,13646,1695,1871,46,13281,888,3871,227
112097,38937,39026,77963,36685,2449,381,353,11,2462,153,1037,51
112101,56422,55596,112018,51289,4076,684,565,47,3596,370,1430,121
112119,38444,38339,76783,36521,3053,413,400,24,2994,217,1103,78
112127,45787,45469,91256,43757,3868,790,522,87,3530,321,1118,136
112143,113548,116108,229656,113067,8307,1143,1048,73,7770,503,3100,229
112151,73833,74388,148221,72840,5900,592,713,28,5333,327,2105,119
112160,27020,26676,53696,24800,1958,583,257,38,1976,158,768,93
112178,58147,59417,117564,53622,4328,525,611,43,3865,191,1365,104
112186,70407,70402,140809,63745,4605,746,705,88,4240,378,2009,127
112194,113622,116444,230066,108636,9358,672,1374,93,8280,424,2754,140
112216,126882,125110,251992,126968,12181,1662,1446,99,10821,724,2621,449
112224,169346,172981,342327,163376,12773,1337,1995,185,12249,681,3726,369
112232,38731,37611,76342,41817,5736,1274,468,68,5448,263,781,358
112241,72182,69888,142070,69838,8048,1359,1084,39,8713,481,1128,301
112259,70784,72628,143412,68429,4677,730,628,17,5145,352,1753,113
112275,73516,72422,145938,71093,8818,963,1112,74,8119,523,1275,76
112283,37566,38587,76153,36714,3715,431,464,8,3633,248,822,74
112291,43531,41359,84890,44386,6865,603,651,72,6847,401,657,124
112305,82862,83550,166412,80477,7989,847,934,39,6821,488,1906,218
112313,36612,37560,74172,34310,2746,247,389,31,2556,134,981,18
112321,75152,75824,150976,70198,6065,856,728,100,5248,405,1904,129
112330,32148,33126,65274,30966,2534,246,289,39,2172,106,927,32
112348,48575,45080,93655,47095,5304,781,685,84,4825,288,963,188
112356,55706,57698,113404,55994,6152,775,781,54,5960,294,1192,57
112372,71596,70556,142152,68602,6153,874,846,66,5440,408,1663,218
112381,30270,30841,61111,28608,2319,172,338,11,2173,107,743,43
112399,49680,49952,99632,48812,4570,1131,408,41,4406,247,1235,157
112402,24569,24232,48801,23545,1776,215,175,22,1561,74,769,46
112411,34552,35284,69836,33874,3214,427,354,15,3155,199,799,84
112429,26910,27282,54192,25300,1842,287,217,10,1628,169,743,20
112437,36077,36319,72396,32303,2716,302,429,27,2797,166,711,82
112453,56618,57941,114559,55346,5594,439,631,61,4835,257,1297,140
112461,26008,26396,52404,23127,1891,159,329,8,1840,142,627,23
113000,22698,22344,45042,19973,1839,276,229,12,1786,80,469,24
113018,22698,22344,45042,19973,1839,276,229,12,1786,80,469,24
113204,39813,40364,80177,38604,3089,328,303,62,2870,196,1150,70
113247,18515,18862,37377,17122,1449,142,172,38,1304,83,451,39
113263,15964,16079,32043,16356,1278,133,93,18,1216,82,525,21
113271,5334,5423,10757,5126,362,53,38,6,350,31,174,10
113409,62307,61519,123826,57063,3839,644,416,39,3924,355,2012,82
113417,10099,9658,19757,8439,830,149,128,10,778,101,207,19
113425,8597,8731,17328,8455,645,147,47,3,665,79,271,15
113433,13697,13751,27448,13112,750,70,82,10,778,38,518,16
113468,9581,9090,18671,8280,507,82,55,7,520,42,273,19
113476,8896,8724,17620,7955,531,50,55,4,522,46,304,7
113484,6260,6522,12782,6094,304,40,25,0,328,14,211,1
113492,5177,5043,10220,4728,272,106,24,5,333,35,228,5
113603,17552,17761,35313,15665,750,88,85,139,981,62,669,140
113611,3772,3829,7601,3319,228,20,20,124,282,4,125,128
113620,4419,4459,8878,3954,221,25,22,9,236,25,187,1
113638,3147,3220,6367,2862,125,24,15,3,166,18,131,1
113654,5005,5056,10061,4484,149,19,20,3,239,15,182,10
113697,1209,1197,2406,1046,27,0,8,0,58,0,44,0
113808,27173,26801,53974,24272,2102,368,244,51,1866,153,976,52
113816,5404,5281,10685,4585,322,25,60,4,278,14,248,5
113832,6536,6223,12759,5951,514,129,37,12,482,70,252,17
113859,15233,15297,30530,13736,1266,214,147,35,1106,69,476,30
114006,15757,15918,31675,15169,1029,196,122,18,1095,106,503,27
114081,15757,15918,31675,15169,1029,196,122,18,1095,106,503,27
114405,16717,16754,33471,15820,1507,86,173,6,1156,48,440,28
114421,16717,16754,33471,15820,1507,86,173,6,1156,48,440,28
114600,35840,35579,71419,32809,2378,213,258,13,2384,100,1064,49
114642,21750,21812,43562,20330,1498,85,162,8,1435,55,678,37
114651,14090,13767,27857,12479,880,128,96,5,949,45,386,12
120006,3141610,3169969,6311579,3102148,287999,57098,35589,3087,282117,18081,75251,6903
121002,488345,495551,983896,496438,56425,6570,5502,324,48087,3034,11517,1186
121011,109244,107719,216963,118364,16146,1585,1412,69,12907,540,2407,276
121029,87818,89146,176964,90489,9711,1252,966,38,9097,723,2200,237
121037,78888,79538,158426,79814,9267,848,808,60,7965,508,1784,150
121045,73971,72790,146761,75647,7061,788,746,50,6397,310,2208,219
121053,63481,65921,129402,57856,5213,348,784,41,5118,225,1416,73
121061,74943,80437,155380,74268,9027,1749,786,66,6603,728,1502,231
122025,26413,27573,53986,26731,1224,380,126,31,1433,255,989,114
122033,249810,244910,494720,259981,28301,3708,3415,295,27120,1597,4486,691
122041,322801,326592,649393,323527,30666,4050,4003,549,29017,1699,6840,650
122050,21082,22472,43554,23295,1682,138,171,18,1784,77,738,16
122068,69044,67799,136843,66950,6087,499,883,21,5039,348,1733,138
122076,248140,252255,500395,255254,24129,4044,2911,157,21823,1258,5882,105
122084,77174,76364,153538,73103,5514,912,767,109,4886,431,2006,256
122106,42487,43374,85861,42158,2796,307,381,40,2703,141,1343,89
122114,66452,66647,133099,67462,7555,4892,763,39,10032,532,1285,324
122122,83129,86377,169506,80664,5389,1354,691,63,5581,502,2144,170
122131,28362,28162,56524,28049,2449,512,267,61,2525,221,780,106
122157,30710,31276,61986,27482,1742,566,319,29,2179,231,934,73
122165,86985,88120,175105,85177,9211,1310,1063,28,8901,661,1755,153
122173,216041,221593,437634,209482,20664,3665,2735,254,18870,1214,4620,509
122181,7592,7621,15213,8040,525,44,36,8,652,42,358,11
122190,137547,129314,266861,131992,8663,2040,1287,134,9553,477,3512,238
122203,104506,108056,212562,95449,10758,836,1973,67,9223,526,1936,120
122211,101990,104702,206692,98729,9790,1724,1373,99,8746,765,2215,316
122220,64174,67143,131317,63175,4996,1455,618,30,5018,295,1669,86
122238,14517,15692,30209,16011,1071,447,144,5,1576,82,599,21
122246,54001,55756,109757,53125,5083,841,626,34,4801,198,1313,72
122254,40494,39026,79520,39428,2571,312,380,12,2751,111,1230,58
122262,20653,19774,40427,20033,1143,134,127,16,1209,75,806,22
122271,82954,88368,171322,87287,9852,1321,945,100,9480,870,1126,91
122289,48312,48112,96424,44407,3438,566,615,56,3313,172,1117,128
122297,33529,32562,66091,29951,2578,205,475,35,2298,148,724,54
122301,34288,32343,66631,33961,2305,2427,249,42,4034,209,957,198
122319,55381,56350,111731,46185,3913,1861,800,98,4769,401,944,101
122327,31050,31168,62218,27338,1915,1213,263,35,2976,138,617,80
122335,25595,24404,49999,25587,2627,2809,227,40,4432,251,574,115
122343,16357,17709,34066,16890,787,99,73,11,816,75,798,30
122351,16613,16681,33294,14977,758,427,100,10,1091,92,579,36
122360,34699,34876,69575,31497,1603,1035,247,30,2629,121,1310,71
122378,24311,23434,47745,22824,1338,1035,155,22,2007,127,846,194
122386,17081,17624,34705,16930,921,301,100,10,1067,75,757,17
122394,23526,24134,47660,22547,1570,188,169,21,1650,102,694,22
123200,19678,20041,39719,19391,1595,648,159,39,2030,118,570,53
123226,9991,10104,20095,10028,984,527,98,25,1395,52,267,32
123293,9687,9937,19624,9363,611,121,61,14,635,66,303,21
123404,16140,15527,31667,14042,851,243,95,45,955,118,603,64
123421,2861,2773,5634,2571,212,24,22,32,198,5,121,11
123471,6870,6556,13426,6129,389,137,41,7,398,73,241,24
123498,6409,6198,12607,5342,250,82,32,6,359,40,241,29
124001,21298,21445,42743,19942,1172,322,127,25,1310,153,844,83
124036,6978,7026,14004,6950,367,96,24,11,435,69,300,23
124095,3400,3244,6644,3038,198,122,17,5,307,34,104,29
124109,10920,11175,22095,9954,607,104,86,9,568,50,440,31
124206,27814,27981,55795,25781,1659,1584,186,39,3098,98,981,33
124214,6087,6207,12294,5739,564,745,60,16,1146,43,177,9
124222,3205,3344,6549,2827,155,8,19,4,122,6,120,3
124231,6582,6687,13269,6087,402,21,39,6,475,22,213,4
124249,5230,5146,10376,5003,256,770,31,3,1022,16,205,6
124265,3173,3060,6233,2960,156,21,19,1,160,9,109,2
124273,3537,3537,7074,3165,126,19,18,9,173,2,157,9
124401,7293,7624,14917,7453,508,42,23,4,438,20,359,7
124419,3958,4047,8005,3761,216,26,15,0,221,10,184,1
124435,3335,3577,6912,3692,292,16,8,4,217,10,175,6
124605,3242,3437,6679,3423,175,32,20,2,215,21,161,2
124630,3242,3437,6679,3423,175,32,20,2,215,21,161,2
130001,6875969,7126562,14002534,7682155,927032,156301,88622,12466,851730,71747,141081,29231
131016,34502,34333,68835,39410,6775,1201,547,96,7204,618,489,228
131024,89617,97787,187404,106555,22946,3097,1955,186,14520,1639,1082,374
131032,126062,141718,267780,153885,21001,5921,2412,268,21852,3383,1804,1089
131041,177370,175347,352717,231609,34417,13987,2107,687,37940,4127,3026,2614
131059,112018,123326,235345,130932,19634,4568,1796,205,17928,2598,1861,648
131067,109947,106137,216084,137054,21519,4278,1567,335,19483,1328,2176,1016
131075,141451,145851,287302,170273,24521,3500,2147,289,22849,1349,2800,712
131083,265630,276055,541685,294261,36823,6167,3732,393,34863,3652,4777,1246
131091,202245,210541,412786,238169,32837,3510,3119,347,28921,2228,3564,594
131105,132760,148640,281400,161512,23533,3153,2011,298,22120,2277,2292,426
131113,368378,372141,740519,418230,50642,6783,4670,158,43333,4153,7527,355
131121,436905,486305,923210,502617,58663,7652,6000,950,54016,5192,7830,1158
131130,111018,120384,231402,143626,20275,3181,1669,153,19871,2027,1821,766
131148,172721,168601,341322,217716,31150,6262,2188,204,29453,2688,3098,620
131156,277809,299337,577147,334466,42268,6845,3582,219,38996,3329,5249,1036
131164,147717,146927,294644,188094,28351,9245,1814,425,29322,2848,2679,1992
131172,179986,182103,362089,211567,29311,6201,2518,270,26600,1905,4015,1392
131181,110539,111739,222278,125357,17260,4296,1478,281,16248,940,2273,844
131199,283229,295685,578914,334750,41218,6965,3382,566,36286,2326,6127,1405
131202,360504,385423,745927,395526,45576,5737,4876,333,41068,2685,7474,908
131211,349165,349111,698276,379192,40626,6328,4120,389,34611,1808,8735,1256
131229,233991,235925,469916,252845,26853,5697,2952,322,24778,1712,5484,934
131237,348893,344677,693570,359749,38197,8092,4516,1868,36361,2967,6938,2798
132012,279079,280004,559083,284931,23086,3302,2547,371,21515,1763,6664,973
132021,92181,94076,186257,97736,10889,983,1114,93,9792,617,2076,162
132039,70910,77124,148034,79250,9973,1214,969,66,9676,800,1364,157
132047,92633,97863,190497,97663,11300,1439,1143,95,10412,1018,1813,196
132055,65013,64092,129105,66053,4945,702,515,54,4204,279,1995,101
132063,130361,130637,260998,131330,13632,1774,1505,297,12385,1134,2533,236
132071,57486,58146,115632,58040,6120,609,694,68,4697,254,1311,113
132080,116306,123042,239348,124600,13389,1242,1531,47,12419,805,2262,149
132098,209990,220180,430170,208738,17893,1495,2168,132,15524,985,5054,335
132101,61595,63579,125174,63469,7810,881,868,81,7269,573,1123,115
132110,96317,100482,196799,97150,10037,1617,1188,88,9628,1163,2081,172
132128,94173,94304,188477,94540,9973,819,1124,85,8354,445,2069,150
132136,73872,77923,151795,76101,6760,707,786,756,6000,327,1770,868
132144,63439,66061,129500,64650,8163,660,889,49,7269,414,1267,73
132152,36854,39225,76079,39828,4716,410,366,40,4220,256,782,84
132187,28555,28027,56582,31353,3453,924,323,60,3528,224,719,219
132195,39625,42423,82048,43237,4721,419,480,52,4520,301,865,40
132209,41647,43349,84996,41125,3336,204,481,47,2920,159,1039,39
132217,36070,38941,75011,37538,3967,247,437,32,3135,132,961,40
132225,56338,59987,116325,56959,4953,494,627,118,4428,400,1454,97
132233,35172,35524,70696,33142,2745,258,324,30,2629,192,812,46
132241,72420,75664,148084,76009,7067,655,665,47,6049,420,1606,51
132250,46914,47002,93916,43266,4256,163,609,259,3987,233,870,62
132276,27339,26787,54126,26790,2533,400,286,25,2668,136,673,57
132284,39496,39748,79244,37542,2887,303,360,44,2494,189,1148,32
132292,100219,106026,206245,103012,10226,1420,1148,154,9709,593,2087,213
133001,27392,27097,54489,26672,2259,202,195,26,1875,122,1114,33
133035,16290,15723,32013,15535,1383,154,132,18,1177,87,447,25
133051,7920,8141,16061,7553,594,37,48,5,487,26,406,4
133078,961,962,1923,1105,86,1,4,0,73,0,79,2
133086,2221,2271,4492,2479,196,10,11,3,138,9,182,2
133604,12116,11156,23272,14036,1547,92,122,8,1801,34,448,7
133612,3556,3257,6813,4252,426,45,26,0,495,20,151,0
133621,161,139,300,178,33,1,2,0,45,2,3,0
133639,1186,1229,2415,1336,137,4,8,2,137,2,48,2
133647,898,839,1737,911,96,2,7,0,109,3,31,0
133817,1228,983,2211,1457,172,10,9,0,186,2,45,1
133825,163,139,302,170,42,1,2,0,34,0,0,0
134015,3419,3419,6838,4128,359,19,43,5,400,5,148,3
134023,93,67,160,114,37,0,0,0,30,0,3,0
134210,1412,1084,2496,1490,245,10,25,1,365,0,19,1
140007,4578234,4624325,9202559,4604332,445812,52273,53629,6122,422416,30459,102509,8581
141003,1857643,1895755,3753398,1888048,193965,24004,22137,3790,185962,13358,40559,3588
141011,152880,143067,295947,154977,17580,2748,1784,267,16207,1078,2781,472
141020,123819,122013,245832,135124,17932,1747,1553,394,15755,1047,2420,298
141038,53235,52953,106188,61676,8820,1253,687,138,8082,602,933,230
141046,80137,75229,155366,91987,11567,2928,724,306,10771,1105,1768,571
141054,100111,100475,200586,114840,12559,1898,1027,262,11685,781,2549,314
141062,100254,102452,202706,105439,10463,1329,1109,199,10210,690,2473,201
141071,81489,84097,165586,83982,7719,1468,856,201,8200,484,1940,177
141089,93799,98210,192009,94468,7254,1056,831,131,7655,517,2269,101
141097,177988,180177,358165,182371,22822,2200,2855,365,20574,1726,3059,246
141101,137833,143013,280846,131794,11109,996,1735,191,10917,815,3002,153
141119,102446,109023,211469,103671,7966,662,1152,201,8533,423,2607,101
141127,117796,124158,241954,118542,9493,786,1307,172,8713,507,3358,125
141135,89476,92082,181558,86089,8502,842,1104,151,8177,587,1923,127
141143,59556,62175,121731,58817,5077,382,728,81,4697,231,1642,72
141151,58640,62043,120683,58266,5119,323,681,56,4947,200,1516,72
141160,73833,77223,151056,71921,5982,404,894,102,5317,297,1932,66
141178,148149,158811,306960,140787,13860,1860,1776,398,14929,1300,2701,155
141186,106202,108554,214756,93297,10141,1122,1334,175,10593,968,1686,107
141305,775836,759305,1535141,799973,96119,9517,10873,747,89924,5701,14071,1555
141313,126425,107462,233887,134192,14638,2438,1308,219,13395,1072,2709,462
141321,88963,85845,174808,88597,10951,972,1403,89,9313,637,1785,170
141330,132648,131083,263731,141400,19420,1718,2340,122,18905,1213,1853,198
141348,115952,116005,231957,120080,15080,1091,1622,119,14326,706,2007,226
141356,110999,107534,218533,119386,15853,1154,1715,70,13952,550,1960,176
141364,114539,119710,234249,110989,11482,1227,1468,77,11546,933,2073,166
